sexe,age,distance_parcourus_KM,nombre_heure_retard,travail,premiere_fois,nb_heure_travail_semaine,Tutorat,provenance,vehicule,vis_seul,etat_matrimonial,heure_moyenne_sommeil,Nom_cours,classe
0,37,1,4,0,0,26,1,3,1,1,1,6,Application mobile 2,0
1,30,14,4,1,1,28,1,1,1,0,0,9,Big Data Analytics,1
1,32,21,12,1,1,8,0,1,0,1,1,10,Algorithmes avances,0
0,22,10,20,1,0,33,1,1,1,0,0,8,Securite informatique,0
0,31,5,22,0,0,35,1,2,1,0,1,4,Anglais,0
1,23,16,15,0,0,15,1,3,0,1,0,4,Anglais,0
1,28,27,16,0,1,34,0,3,1,0,1,10,Anglais,1
1,25,9,13,0,0,29,1,0,1,1,0,4,Big Data Analytics,0
1,19,29,1,1,1,0,1,4,1,1,1,9,Big Data Analytics,0
0,34,22,4,1,1,23,1,4,0,0,1,10,Fracais 2,0
0,25,7,23,0,1,11,1,0,0,0,0,6,Traitement du langage naturel,0
0,28,27,19,1,1,23,1,0,1,1,0,5,Developpement web avance,0
0,28,7,9,0,1,17,0,2,1,0,1,5,Intelligence artificielle 1,0
1,37,30,22,1,1,29,1,3,0,1,1,5,Philosophie 3,0
0,21,16,17,0,0,17,1,1,0,1,1,8,Francais 3,0
1,39,8,5,1,0,15,1,0,0,1,0,6,Conception de bases de donnees,0
1,28,21,1,1,0,2,0,3,1,0,1,7,Traitement du langage naturel,1
0,34,12,2,0,0,28,0,4,0,1,1,5,Philosophie 2,0
0,35,4,18,0,0,21,1,4,1,0,1,6,Reseaux informatiques,0
0,17,9,23,1,0,35,1,1,1,1,1,4,Philosophie 1,1
1,18,4,8,0,0,35,1,1,1,1,0,5,Conception de bases de donnees,1
0,27,17,16,0,1,27,0,2,1,1,0,9,Developpement web avance,1
0,32,10,24,0,1,2,1,3,0,0,0,6,Intelligence artificielle 2,1
0,22,22,20,0,0,20,1,4,1,0,1,8,Genie logiciel,1
0,28,5,16,0,0,9,1,2,0,0,1,8,Application mobile 2,0
1,34,10,15,1,1,25,1,1,0,0,1,10,Structure de base de donnees,1
0,19,12,23,0,1,33,0,1,0,0,0,4,Securite informatique,0
0,23,11,19,0,0,33,1,1,1,1,0,4,Securite informatique,1
0,29,5,19,1,1,4,1,0,0,0,0,6,Securite informatique,1
1,21,17,4,0,0,1,1,1,1,1,0,10,Structure de base de donnees,1
1,26,14,25,0,0,17,0,3,0,1,1,7,Robotique,0
0,21,13,11,0,0,11,0,3,1,1,1,10,Intelligence artificielle 1,1
1,36,6,21,0,0,4,0,1,0,0,0,4,Peripheriques et objets connectes,0
1,32,28,9,0,0,34,0,2,1,1,0,5,Robotique,1
0,22,25,10,1,1,12,1,0,1,1,0,4,Algorithmes avances,1
1,29,1,0,1,0,11,0,2,1,0,1,10,Programmation orientee objet,1
1,33,1,14,0,1,12,0,2,0,0,1,8,Algorithmes avances,1
1,24,4,21,1,1,16,0,4,0,0,1,4,Philosophie 1,0
1,21,22,4,0,1,33,0,4,0,1,0,10,Conception de bases de donnees,1
1,23,2,19,0,1,17,1,1,1,0,0,9,Anglais,0
0,36,10,22,1,1,3,0,4,1,1,1,6,Genie logiciel,1
1,32,17,18,0,1,33,1,2,0,1,1,7,Robotique,0
1,32,11,3,1,0,6,0,3,0,0,1,7,Philosophie 2,1
0,32,2,18,0,0,28,0,2,0,0,0,7,Big Data Analytics,0
0,28,19,2,1,0,24,1,1,0,1,1,10,Big Data Analytics,1
0,23,25,7,0,1,25,0,2,1,1,1,8,Peripheriques et objets connectes,0
1,34,20,14,0,0,20,1,0,1,0,0,4,Anglais,0
1,29,5,14,0,1,23,0,1,0,1,1,10,Machine Learning,0
0,33,5,10,1,1,7,0,1,1,1,1,10,Espagnol,0
1,38,17,20,1,0,15,1,0,0,0,1,7,Application mobile 1,1
0,37,7,19,0,1,31,1,4,1,0,0,5,Traitement du langage naturel,0
1,29,1,2,1,0,15,0,3,1,1,1,7,Intelligence artificielle 2,0
1,20,26,15,1,0,29,1,4,0,1,0,4,Structure de base de donnees,1
1,23,5,25,0,0,24,0,2,1,0,1,5,Developpement web avance,0
1,36,30,21,1,1,15,1,0,1,0,0,7,Genie logiciel,1
0,32,7,14,1,0,10,0,4,0,0,0,4,Intelligence artificielle 2,0
1,38,7,22,0,1,17,0,3,0,1,1,5,Intelligence artificielle ethique,1
1,29,19,3,1,1,5,0,2,0,0,1,9,Conception de bases de donnees,0
1,37,2,2,1,1,17,1,4,0,0,1,10,Mathematiques discretes,0
1,34,30,18,1,0,16,0,4,1,0,1,4,Espagnol,1
0,29,19,3,1,0,13,0,0,1,0,1,4,Philosophie 2,1
0,24,24,21,1,1,22,1,1,0,0,0,4,Developpement web avance,0
0,19,29,10,0,0,10,1,0,0,0,0,8,Application mobile 1,1
1,26,9,4,1,0,33,1,3,0,1,0,10,Application mobile 1,1
0,20,2,4,0,0,3,1,1,0,1,1,4,Philosophie 3,1
1,33,9,17,1,1,30,0,3,0,0,1,10,Reseaux informatiques,1
0,20,27,12,0,1,32,0,2,1,1,1,6,Anglais,1
1,30,30,21,1,1,25,0,0,1,1,1,8,Reseaux informatiques,0
0,28,8,3,0,0,30,1,3,1,1,0,5,Francais 1,1
1,20,26,0,1,0,27,1,2,1,1,1,10,Philosophie 3,0
0,38,27,15,1,0,16,0,0,1,1,0,6,Fracais 2,1
1,30,24,1,1,1,6,1,2,1,0,1,10,Francais 1,1
0,21,24,20,1,0,17,1,0,0,0,0,7,Langages de programmation avances,1
0,19,30,23,0,0,28,0,1,1,1,1,8,Machine Learning,1
1,18,9,21,1,0,12,1,3,1,1,1,10,Programmation orientee objet,1
1,29,27,15,1,1,18,1,3,1,1,1,5,Langages de programmation avances,0
1,33,26,10,1,1,1,1,3,1,0,1,7,Structure de base de donnees,1
1,34,17,18,1,1,15,0,3,1,0,1,6,Traitement du langage naturel,1
1,36,10,3,1,0,24,0,2,1,1,1,5,Structure de base de donnees,1
1,21,8,7,0,0,30,0,3,1,1,0,8,Intelligence artificielle 1,0
1,18,13,13,1,0,5,1,1,1,1,1,4,Philosophie 2,1
0,30,2,14,0,0,15,0,3,1,1,0,4,Philosophie 1,1
0,37,5,0,1,0,13,0,0,0,1,0,9,Philosophie 2,0
1,33,14,16,0,1,18,1,0,1,1,0,4,Intelligence artificielle 2,0
1,39,13,11,0,0,25,1,3,1,0,1,10,Big Data Analytics,1
0,17,2,5,1,1,34,0,4,1,1,1,6,Espagnol,0
0,36,15,8,1,0,31,1,4,0,0,0,10,Big Data Analytics,1
1,35,11,11,0,0,16,0,1,1,0,0,4,Espagnol,0
0,31,28,19,0,1,12,0,3,1,0,1,6,Intelligence artificielle 2,1
1,31,16,1,0,0,21,1,3,0,0,1,4,Reseaux informatiques,1
1,20,8,10,1,1,35,0,1,1,1,1,4,Structure de base de donnees,0
0,38,21,20,0,1,8,0,4,0,0,1,8,Reseaux informatiques,1
0,18,5,15,1,1,29,0,0,1,1,1,6,Application mobile 1,0
0,36,10,7,0,0,34,0,1,1,1,1,9,Conception de bases de donnees,1
1,24,8,5,1,1,24,1,2,0,0,0,10,Philosophie 1,1
1,26,1,15,1,1,19,1,4,1,1,0,5,Algorithmes avances,0
1,20,17,23,1,0,21,1,2,1,1,0,4,Structure de base de donnees,1
0,21,13,5,1,0,26,0,0,1,0,0,6,Securite informatique,1
1,34,27,10,0,0,20,0,1,1,0,0,4,Securite informatique,1
1,32,10,9,1,1,23,1,2,0,0,0,8,Mathematiques discretes,1
1,24,14,17,1,1,8,1,0,0,0,0,6,Programmation orientee objet,1
1,33,19,24,1,1,32,0,2,0,1,1,7,Developpement web avance,1
0,26,29,23,1,0,5,0,4,0,1,0,6,Structure de base de donnees,0
0,31,20,4,1,0,14,1,4,1,1,1,10,Peripheriques et objets connectes,0
0,18,25,13,1,1,20,1,4,0,0,0,6,Intelligence artificielle 2,0
1,17,4,4,0,1,29,1,2,1,0,0,10,Traitement du langage naturel,1
0,21,6,2,1,0,16,1,3,0,1,1,9,Intelligence artificielle ethique,0
1,36,21,12,0,1,6,1,2,0,1,0,8,Genie logiciel,0
0,17,15,7,0,0,35,0,0,0,0,0,10,Espagnol,1
1,29,22,8,1,1,20,0,4,1,1,1,8,Developpement web avance,1
1,22,1,5,1,1,20,0,4,1,1,0,8,Langages de programmation avances,0
1,19,28,1,0,0,0,1,1,1,1,1,6,Mathematiques discretes,1
0,17,5,4,1,1,14,0,1,1,0,0,5,Structure de base de donnees,0
1,37,10,4,1,0,22,0,1,1,1,1,7,Programmation orientee objet,1
0,40,26,14,0,1,26,0,3,1,1,0,9,Systemes d'exploitation,0
0,32,16,6,0,1,1,1,2,0,1,0,6,Systemes d'exploitation,0
1,24,21,23,1,0,11,0,4,0,0,1,9,Mathematiques discretes,0
1,37,27,11,1,1,6,1,2,1,0,1,8,Securite informatique,1
0,39,23,7,1,1,19,1,2,1,1,0,5,Programmation orientee objet,1
0,29,30,21,0,0,26,1,3,0,0,0,5,Intelligence artificielle 2,1
1,39,14,24,1,1,35,0,2,0,0,1,4,Systemes d'exploitation,0
1,37,22,8,0,0,22,0,0,1,0,1,8,Anglais,1
1,34,30,15,0,0,9,1,3,0,0,1,5,Application mobile 1,1
1,25,10,20,1,1,30,1,2,1,0,0,7,Genie logiciel,0
0,37,6,13,0,0,21,1,1,1,0,1,5,Langages de programmation avances,1
0,17,22,25,1,1,7,1,3,1,1,0,4,Intelligence artificielle 2,0
1,39,25,25,1,1,0,0,2,1,1,1,4,Intelligence artificielle ethique,1
0,38,9,1,1,0,0,1,1,1,1,1,6,Philosophie 3,0
1,33,6,1,1,1,3,1,0,1,1,0,5,Philosophie 2,0
1,17,14,25,1,1,21,0,4,1,1,1,6,Intelligence artificielle 2,1
1,31,2,1,1,1,29,1,4,1,0,0,10,Structure de base de donnees,1
0,40,13,2,0,1,33,0,3,0,1,0,5,Robotique,1
1,31,7,20,0,1,25,0,4,0,0,0,8,Developpement web avance,1
1,36,24,9,1,0,20,0,1,0,1,1,10,Systemes d'exploitation,0
1,27,5,7,1,1,33,0,0,1,0,1,7,Philosophie 2,1
0,39,4,9,0,0,28,1,3,0,0,0,4,Genie logiciel,0
1,38,19,9,0,0,12,1,4,1,0,0,6,Intelligence artificielle ethique,1
1,24,7,13,0,0,23,0,3,0,1,1,6,Application mobile 2,0
0,38,22,7,0,0,29,1,3,0,0,0,8,Systemes d'exploitation,1
0,18,23,17,0,1,27,1,3,0,1,0,5,Francais 1,1
0,21,25,20,0,1,8,0,3,0,0,1,6,Peripheriques et objets connectes,0
1,39,17,0,1,0,3,1,1,1,0,1,8,Big Data Analytics,1
1,40,16,22,0,0,31,0,3,1,1,1,6,Peripheriques et objets connectes,0
0,35,13,18,1,0,4,1,2,1,1,0,9,Application mobile 1,1
1,36,2,4,0,1,21,0,2,0,1,1,8,Fracais 2,1
0,22,13,1,1,0,9,0,4,0,0,1,10,Programmation orientee objet,1
0,34,29,7,1,0,34,1,0,1,0,0,9,Programmation orientee objet,1
1,34,26,8,1,0,6,0,0,1,1,1,4,Langages de programmation avances,1
1,27,20,14,0,0,30,0,3,1,0,1,8,Fracais 2,1
0,36,13,3,1,1,2,0,2,0,0,0,9,Intelligence artificielle 1,0
1,22,7,11,1,0,23,1,3,0,1,0,6,Philosophie 1,0
0,38,7,22,1,1,32,0,2,0,0,1,4,Structure de base de donnees,1
0,25,18,11,0,0,29,0,4,0,0,0,8,Machine Learning,1
0,26,7,21,0,0,13,0,1,1,1,1,9,Langages de programmation avances,1
1,23,21,20,1,1,23,1,2,1,0,0,9,Francais 1,1
0,21,16,1,1,0,9,1,2,1,1,1,9,Securite informatique,1
0,32,8,15,1,1,33,1,0,0,0,1,10,Securite informatique,0
0,34,29,7,0,1,23,1,2,1,0,1,6,Intelligence artificielle ethique,1
0,17,21,3,1,1,10,1,4,0,0,1,8,Systemes d'exploitation,0
1,31,7,23,0,1,11,0,4,1,1,1,5,Programmation orientee objet,1
1,24,17,2,1,1,10,1,0,1,0,1,6,Systemes d'exploitation,1
0,34,11,25,0,1,7,1,0,0,1,0,7,Traitement du langage naturel,1
0,31,24,7,1,0,22,1,2,1,1,0,5,Philosophie 3,0
1,29,7,22,1,1,18,0,4,0,1,1,9,Structure de base de donnees,1
1,36,20,13,0,1,3,0,1,0,1,1,10,Genie logiciel,1
1,20,5,5,1,0,25,0,4,0,0,1,4,Anglais,1
0,17,13,6,0,1,23,1,3,0,0,0,10,Intelligence artificielle 2,1
1,26,1,18,0,0,27,0,0,0,0,1,4,Big Data Analytics,1
1,32,4,2,0,1,17,1,2,0,1,0,10,Philosophie 1,1
1,35,15,12,1,1,24,1,0,1,0,1,6,Francais 1,1
1,22,29,7,1,1,27,0,2,0,1,0,10,Anglais,0
1,25,6,19,0,0,23,0,1,0,0,1,6,Machine Learning,0
0,39,22,20,1,0,2,1,3,1,0,1,5,Intelligence artificielle 2,1
1,31,22,13,0,1,17,0,1,0,0,1,5,Francais 1,1
1,40,25,2,0,0,16,0,3,0,0,1,7,Philosophie 1,0
1,36,16,10,0,0,4,1,2,0,0,0,9,Peripheriques et objets connectes,1
1,22,18,15,1,1,11,1,1,0,0,1,6,Algorithmes avances,0
1,18,5,0,0,0,5,0,2,1,1,1,6,Genie logiciel,0
0,32,30,15,0,0,6,1,2,1,1,0,8,Philosophie 3,1
1,31,9,16,0,1,26,1,2,0,0,0,10,Philosophie 3,1
1,25,24,2,0,1,16,1,1,0,0,0,10,Machine Learning,1
0,28,27,14,1,0,28,1,2,0,1,1,5,Algorithmes avances,1
0,20,3,0,1,1,22,0,2,0,1,1,5,Programmation orientee objet,1
1,32,5,11,1,0,27,0,4,0,0,0,6,Intelligence artificielle 2,0
0,19,28,8,0,0,35,1,1,1,1,0,4,Systemes d'exploitation,0
1,24,23,6,0,1,8,1,3,0,1,1,7,Intelligence artificielle 1,1
0,33,12,22,0,0,4,1,2,0,0,0,5,Structure de base de donnees,1
1,33,27,18,0,1,19,0,1,1,0,1,6,Intelligence artificielle 2,0
1,37,21,11,0,0,2,1,2,0,1,1,5,Genie logiciel,0
1,28,7,1,1,0,15,1,3,1,1,1,7,Application mobile 1,1
0,29,27,12,1,1,11,1,4,1,0,0,7,Application mobile 2,0
1,34,19,9,0,1,6,0,3,1,0,1,4,Intelligence artificielle 2,1
0,19,2,2,0,1,18,1,1,1,0,0,8,Mathematiques discretes,0
0,32,8,21,1,1,10,1,1,0,0,1,9,Securite informatique,0
1,39,14,13,1,1,19,1,1,0,0,0,10,Intelligence artificielle 1,1
1,22,29,16,0,1,28,1,3,0,0,0,5,Francais 1,1
1,28,5,11,1,1,14,1,2,0,1,1,6,Programmation orientee objet,0
0,34,22,22,0,1,15,0,3,1,1,0,8,Espagnol,0
1,26,14,9,0,1,2,0,0,1,1,1,8,Robotique,0
1,32,19,5,1,1,24,0,4,1,0,1,6,Mathematiques discretes,0
0,37,9,15,0,0,7,1,0,1,0,1,9,Robotique,1
0,18,1,22,0,0,18,1,1,0,0,0,5,Application mobile 2,0
1,19,10,16,1,0,9,1,2,0,0,0,9,Conception de bases de donnees,0
0,24,29,25,1,0,17,0,2,1,0,1,4,Application mobile 2,1
0,27,5,8,0,0,1,0,3,0,0,0,10,Langages de programmation avances,1
1,36,5,21,0,0,14,1,2,1,1,1,8,Application mobile 1,1
1,24,12,18,1,0,35,1,1,1,1,1,4,Langages de programmation avances,0
1,25,15,8,0,0,34,1,3,1,1,1,7,Fracais 2,1
0,36,25,10,1,0,19,1,4,1,0,1,4,Conception de bases de donnees,0
1,26,8,1,0,1,29,0,1,1,0,0,7,Langages de programmation avances,1
1,22,25,9,0,0,4,1,0,0,0,0,9,Francais 3,0
1,30,24,25,0,1,2,0,4,0,0,0,8,Conception de bases de donnees,1
0,25,27,4,1,0,17,1,4,1,1,1,8,Developpement web avance,1
0,22,13,1,0,0,29,0,1,1,0,0,8,Anglais,1
1,40,3,6,1,1,5,1,2,0,1,0,6,Intelligence artificielle ethique,0
1,39,29,19,1,0,35,0,2,1,1,1,6,Intelligence artificielle ethique,1
1,28,7,18,1,0,32,1,3,0,0,1,9,Intelligence artificielle ethique,0
1,19,18,0,1,0,35,0,4,0,1,0,9,Systemes d'exploitation,0
1,40,23,4,0,1,3,0,2,1,1,0,5,Francais 3,1
0,36,22,22,0,1,31,0,2,0,0,0,9,Application mobile 1,1
1,36,29,14,1,1,27,1,4,1,0,0,5,Securite informatique,0
1,25,25,18,1,1,4,1,1,0,1,0,4,Structure de base de donnees,1
0,32,18,15,1,1,17,0,1,1,0,0,5,Machine Learning,0
1,17,27,7,0,0,30,0,2,0,0,1,4,Big Data Analytics,1
1,25,11,18,1,0,10,1,4,1,1,1,6,Robotique,0
1,30,19,8,1,1,14,0,4,1,1,0,6,Anglais,1
1,38,20,15,1,1,16,0,1,0,1,1,9,Big Data Analytics,1
0,31,4,6,0,0,28,0,1,1,1,1,9,Big Data Analytics,1
0,32,13,6,0,0,34,0,3,0,1,1,5,Reseaux informatiques,1
1,21,26,24,0,0,16,1,0,0,0,1,9,Application mobile 2,1
0,40,14,11,0,1,16,1,1,0,1,0,7,Application mobile 1,1
0,22,9,3,0,1,1,1,2,1,0,1,9,Francais 1,0
0,32,28,13,0,1,18,1,2,0,0,1,5,Genie logiciel,0
0,22,7,3,1,0,23,1,4,1,1,0,5,Intelligence artificielle 1,0
1,30,18,3,0,1,27,1,2,1,1,1,9,Robotique,0
0,17,14,23,0,0,1,1,0,0,1,1,7,Application mobile 1,1
0,17,10,12,0,1,31,0,2,1,0,1,7,Intelligence artificielle ethique,0
0,31,12,0,1,0,31,1,0,1,1,0,9,Langages de programmation avances,0
1,34,12,5,1,1,30,1,0,0,1,1,6,Philosophie 3,0
1,35,4,16,1,0,22,0,0,1,1,1,5,Espagnol,0
1,37,15,25,0,0,27,1,3,1,1,1,9,Robotique,0
0,30,2,13,1,0,28,0,2,0,1,1,8,Systemes d'exploitation,1
0,28,26,10,1,1,13,0,0,1,0,1,4,Algorithmes avances,0
0,30,27,2,1,1,29,0,3,0,0,0,4,Francais 3,1
0,32,18,9,1,0,14,0,2,0,1,0,4,Genie logiciel,0
0,30,23,3,1,0,23,1,3,1,1,1,4,Francais 3,1
1,37,15,10,1,0,25,0,4,1,0,1,7,Developpement web avance,1
0,19,1,7,1,0,20,1,4,1,1,0,9,Application mobile 1,1
0,29,11,23,1,0,31,1,3,1,1,1,5,Philosophie 2,0
1,34,10,16,0,1,28,0,4,0,1,1,9,Application mobile 1,0
0,29,19,25,0,1,15,0,3,1,1,1,6,Intelligence artificielle 2,0
1,25,25,20,1,1,6,1,4,0,1,1,4,Reseaux informatiques,0
1,31,25,22,0,1,32,0,2,1,1,0,7,Application mobile 2,0
1,23,22,21,1,1,20,0,2,0,1,1,8,Philosophie 1,1
1,29,28,25,1,1,21,0,0,1,1,1,6,Mathematiques discretes,1
0,26,21,11,1,1,15,0,3,0,1,0,10,Machine Learning,1
0,32,18,9,1,0,16,1,3,1,0,0,8,Application mobile 2,0
1,25,29,23,0,1,0,1,2,0,0,0,9,Application mobile 2,0
1,34,1,13,0,0,7,0,3,0,0,1,4,Intelligence artificielle ethique,0
0,39,18,17,1,0,33,1,2,1,1,1,8,Securite informatique,1
0,33,22,5,0,0,4,1,3,1,1,0,9,Genie logiciel,1
1,20,16,4,0,1,4,0,3,0,1,1,4,Philosophie 2,1
0,25,11,13,1,0,25,1,2,1,1,1,10,Algorithmes avances,1
1,33,27,25,0,1,8,1,1,0,1,0,5,Espagnol,0
1,32,15,4,0,1,15,0,4,1,1,1,8,Fracais 2,0
1,22,16,13,1,0,31,1,0,1,1,1,4,Application mobile 1,0
0,21,5,4,1,0,11,0,0,0,0,0,6,Francais 3,1
1,19,19,0,1,1,0,0,1,0,1,1,10,Fracais 2,1
1,28,13,22,0,0,29,1,2,1,0,0,4,Application mobile 1,0
1,39,20,20,1,0,3,0,3,0,1,0,5,Conception de bases de donnees,1
1,37,20,17,1,0,26,0,3,1,1,0,5,Securite informatique,1
0,38,7,7,1,1,15,0,1,1,1,0,8,Robotique,1
0,34,11,6,0,1,5,1,2,1,1,0,9,Francais 1,0
1,30,13,20,1,0,26,0,4,0,1,0,5,Fracais 2,0
0,25,16,4,1,0,17,1,1,0,0,1,5,Systemes d'exploitation,1
0,38,23,6,1,0,11,1,2,1,1,1,8,Securite informatique,0
0,26,4,12,1,0,29,1,1,0,1,0,7,Developpement web avance,1
1,37,16,6,1,1,13,1,0,1,1,0,8,Reseaux informatiques,0
0,39,29,16,1,0,28,0,2,1,0,0,8,Intelligence artificielle 2,1
0,17,4,0,0,0,17,1,2,0,0,0,6,Securite informatique,1
1,26,11,16,1,0,18,0,2,1,0,1,7,Philosophie 1,1
1,17,10,14,1,0,13,1,2,0,0,0,5,Philosophie 3,0
1,38,10,12,1,0,32,0,4,1,1,0,6,Philosophie 3,0
1,37,16,5,1,0,29,0,4,1,0,1,5,Philosophie 3,0
0,19,11,8,1,1,11,0,2,0,0,0,8,Francais 3,0
1,24,2,24,0,1,11,1,2,1,1,0,6,Robotique,1
1,25,6,10,0,1,4,1,1,1,0,0,4,Securite informatique,1
0,36,3,3,1,1,24,1,2,1,0,0,5,Securite informatique,0
1,31,27,19,0,1,35,0,3,0,1,0,5,Langages de programmation avances,0
1,18,22,5,1,0,26,1,1,0,0,0,4,Intelligence artificielle 1,0
0,23,15,16,1,0,2,0,4,0,1,1,9,Francais 3,0
1,26,3,18,0,1,3,0,4,1,1,0,4,Machine Learning,0
1,40,29,17,0,0,14,0,1,0,0,0,6,Espagnol,0
1,40,5,21,1,1,25,0,4,0,1,0,8,Application mobile 2,1
0,21,27,12,0,1,1,0,3,1,1,1,6,Reseaux informatiques,1
0,21,19,15,1,0,25,0,0,1,0,1,7,Intelligence artificielle 1,0
1,40,19,23,1,1,35,0,2,0,0,1,4,Big Data Analytics,0
1,28,13,16,1,0,10,1,3,0,1,0,4,Anglais,0
0,31,4,3,1,0,6,1,1,0,1,1,9,Structure de base de donnees,0
0,38,15,17,1,1,7,0,3,1,1,0,9,Peripheriques et objets connectes,0
1,31,28,6,1,1,0,1,4,1,0,0,5,Intelligence artificielle ethique,1
1,32,4,6,0,1,0,0,3,1,0,0,7,Application mobile 1,1
0,29,25,17,1,1,34,1,2,0,0,0,10,Anglais,0
1,22,24,20,0,0,5,1,2,1,1,1,10,Systemes d'exploitation,0
1,24,5,6,0,0,1,0,4,1,1,0,9,Intelligence artificielle ethique,1
0,19,24,13,0,0,4,1,1,1,1,1,7,Robotique,1
1,27,18,2,1,0,3,1,2,0,1,0,9,Big Data Analytics,0
0,19,21,0,1,1,8,0,1,0,0,0,6,Application mobile 1,0
1,23,3,11,1,1,35,0,4,1,1,1,10,Intelligence artificielle 1,1
1,30,21,2,0,0,20,0,3,0,1,1,10,Programmation orientee objet,1
0,26,18,3,1,1,22,1,4,0,0,1,9,Big Data Analytics,1
1,19,25,9,1,1,24,1,3,0,0,0,4,Philosophie 1,1
1,29,26,11,0,0,23,1,2,0,0,1,5,Algorithmes avances,0
0,18,12,18,1,1,7,0,3,0,0,0,5,Developpement web avance,0
1,30,26,12,1,1,35,0,3,0,0,1,7,Reseaux informatiques,1
0,19,21,24,0,1,26,1,3,0,0,0,6,Algorithmes avances,1
0,31,8,23,0,1,20,0,0,0,1,1,8,Langages de programmation avances,1
0,27,17,0,0,0,12,0,4,1,0,1,9,Intelligence artificielle 1,0
0,34,29,23,0,0,21,0,4,0,1,0,4,Conception de bases de donnees,0
0,17,19,8,0,0,4,0,3,1,1,0,4,Genie logiciel,0
1,27,30,6,1,0,34,1,2,1,1,0,7,Francais 3,1
0,39,27,19,1,1,16,1,1,1,0,0,10,Philosophie 3,0
1,35,13,17,0,0,1,1,0,1,0,1,6,Philosophie 2,1
0,30,6,1,1,1,9,0,2,1,1,1,9,Machine Learning,0
1,22,4,16,0,1,26,1,3,0,1,1,10,Langages de programmation avances,1
0,30,25,25,0,0,2,0,4,0,1,0,8,Intelligence artificielle 1,0
1,33,12,4,0,0,35,1,4,0,1,0,6,Robotique,1
0,38,4,18,0,1,21,1,0,0,0,1,10,Peripheriques et objets connectes,1
1,17,10,14,1,1,11,1,1,0,1,1,5,Genie logiciel,1
1,22,18,17,1,0,15,1,1,1,1,0,8,Philosophie 2,1
1,21,17,15,0,1,35,1,2,1,0,0,8,Mathematiques discretes,0
1,21,10,24,1,0,33,1,2,0,0,1,8,Genie logiciel,0
0,19,11,17,0,1,3,1,1,0,1,1,8,Mathematiques discretes,0
1,33,9,21,0,0,21,0,1,1,0,0,7,Espagnol,0
0,36,23,15,1,0,2,0,3,1,1,1,4,Reseaux informatiques,1
1,21,10,1,0,0,25,1,2,1,0,1,6,Genie logiciel,0
0,38,11,21,0,1,11,1,1,1,0,0,8,Robotique,0
0,39,8,13,1,0,16,0,4,0,0,1,7,Intelligence artificielle 2,0
1,39,18,6,1,1,14,0,4,0,0,1,8,Reseaux informatiques,1
1,20,5,23,0,0,5,1,1,0,1,0,5,Anglais,0
1,31,9,2,0,1,11,0,2,1,1,0,4,Robotique,0
1,27,30,16,0,0,26,0,3,0,1,0,8,Programmation orientee objet,0
0,34,26,4,1,0,34,1,1,0,0,1,4,Mathematiques discretes,0
1,22,5,12,0,0,35,1,0,1,1,1,6,Developpement web avance,1
1,21,4,2,0,1,16,0,2,1,0,1,10,Espagnol,0
0,22,10,24,1,1,14,0,4,0,0,0,9,Securite informatique,0
0,35,7,4,0,1,6,0,2,0,1,0,6,Securite informatique,1
1,25,27,9,0,1,31,0,4,1,0,1,7,Espagnol,1
0,21,15,2,0,1,29,1,0,0,0,1,9,Philosophie 3,0
0,34,14,21,1,1,12,0,1,1,1,0,7,Intelligence artificielle ethique,0
0,26,4,13,0,0,8,0,0,1,1,1,10,Espagnol,1
0,31,4,8,1,1,11,1,4,0,0,0,10,Intelligence artificielle ethique,1
1,37,23,15,1,0,10,0,0,0,1,0,4,Securite informatique,1
1,26,26,20,0,0,16,1,2,1,0,1,4,Traitement du langage naturel,0
1,31,24,25,1,1,1,1,0,1,0,0,4,Philosophie 1,0
1,32,4,18,1,1,23,1,0,1,1,1,5,Philosophie 1,0
0,19,27,0,0,0,13,0,3,1,1,0,10,Intelligence artificielle 2,0
0,36,19,20,1,1,7,0,2,0,1,0,4,Francais 1,1
0,31,24,25,0,0,6,1,1,1,1,1,4,Application mobile 1,1
1,24,30,0,1,0,13,0,1,0,0,0,9,Application mobile 2,1
1,38,9,8,1,1,23,0,0,0,1,0,7,Application mobile 2,0
0,21,8,1,1,1,34,1,1,0,0,0,4,Peripheriques et objets connectes,1
0,35,28,10,0,0,13,1,2,1,0,1,6,Big Data Analytics,1
1,22,29,8,1,1,25,1,0,0,1,1,9,Securite informatique,0
0,35,8,15,0,0,32,1,0,1,1,0,6,Fracais 2,1
1,31,24,10,0,1,2,0,0,0,1,1,9,Mathematiques discretes,1
1,38,7,1,1,1,34,0,0,0,1,0,9,Intelligence artificielle ethique,0
0,35,3,20,1,0,26,1,1,1,0,0,8,Application mobile 1,0
1,30,4,24,0,1,34,0,2,0,1,0,5,Intelligence artificielle 2,0
0,24,24,8,0,1,32,1,4,0,1,1,5,Application mobile 2,0
1,37,7,2,0,0,11,1,1,1,1,0,4,Intelligence artificielle ethique,0
1,18,28,22,0,0,7,0,3,1,0,1,8,Philosophie 2,1
1,23,22,3,1,1,24,1,0,1,1,1,10,Francais 3,1
1,37,24,18,0,1,19,1,2,0,1,1,4,Intelligence artificielle ethique,1
0,33,7,12,1,0,16,1,0,0,0,0,9,Philosophie 2,0
1,38,15,18,0,1,1,1,1,0,1,0,4,Structure de base de donnees,0
0,17,9,23,0,1,19,0,3,1,1,0,7,Systemes d'exploitation,1
